1,12,0,100,0,256,0
2,21,0,100,0,196,0
3,33,0,100,0,245,0
4,45,0,200,0,260,0
5,55,0,100,0,210,0
6,66,0,0,0,237,0
7,76,0,200,0,202,0
8,86,0,200,0,206,0
9,97,0,100,0,242,0
10,110,0,200,0,257,0
11,121,0,100,0,239,0
12,133,0,200,0,244,0
13,143,0,100,0,213,0
14,154,0,200,0,232,0
15,164,0,200,0,212,0
16,176,0,100,0,248,0
17,187,0,200,0,230,0
18,198,0,100,0,239,0
19,211,0,200,0,257,0
1,13,0,0,0,281,0
1,10,0,0,0,219,0
2,22,0,0,0,247,0
3,34,0,0,0,251,0
4,44,0,0,0,218,0
5,55,0,0,0,242,0
6,66,0,0,0,234,0
7,76,0,0,0,199,0
8,87,0,0,0,232,0
9,97,0,0,0,227,0
10,109,0,0,0,249,0
11,121,0,0,0,242,0
12,131,0,0,0,221,0
13,142,0,0,0,219,0
14,152,0,0,0,221,0
15,163,0,0,0,228,0
16,174,0,0,0,236,0
17,185,0,0,0,240,0
18,195,0,0,0,220,0
19,204,0,0,0,278,0
20,204,0,0,0,207,0
21,204,0,0,0,228,0
22,204,0,0,0,248,0
23,204,0,0,0,245,0
24,204,0,0,0,228,0
25,204,0,0,0,230,0
26,204,0,0,0,256,0
27,204,0,0,0,232,0
28,204,0,0,0,238,0
29,205,0,0,0,228,0
30,205,0,0,0,238,0
31,205,0,0,0,221,0
32,205,0,0,0,224,0
33,205,0,0,0,248,0
34,205,0,0,0,224,0
35,205,0,0,0,230,0
36,205,0,0,0,235,0
37,205,0,0,0,270,0
38,216,0,0,0,225,0
39,227,0,0,0,241,0
38,212,0,0,0,225,0
39,222,0,0,0,241,0
40,222,0,0,0,234,0
41,222,0,0,0,234,0
42,222,0,0,0,232,0
43,222,0,0,0,249,0
44,223,0,0,0,241,0
45,223,0,0,0,203,0
46,223,0,0,0,219,0
47,223,0,0,0,221,0
48,223,0,0,0,240,0
49,223,0,0,0,205,0
50,223,0,0,0,228,0
51,223,0,0,0,233,0
52,223,0,0,0,250,0
53,223,0,0,0,234,0
54,223,0,0,0,216,0
55,223,0,0,0,230,0
56,223,0,0,0,254,0
57,223,0,0,0,226,0
58,223,0,0,0,246,0
59,223,0,0,0,241,0
60,223,0,0,0,219,0
61,224,0,0,0,247,0
62,224,0,0,0,235,0
63,224,0,0,0,206,0
64,224,0,0,0,204,0
65,224,0,0,0,230,0
66,224,0,0,0,251,0
67,224,0,0,0,227,0
68,224,0,0,0,238,0
69,224,0,0,0,238,0
70,224,0,0,0,236,0
71,224,0,0,0,247,0
72,224,0,0,0,232,0
73,224,0,0,0,209,0
74,224,0,0,0,205,0
75,224,0,0,0,235,0
76,224,0,0,0,250,0
77,224,0,0,0,216,0
