1,0,0,-10,0,3,0
2,0,0,-10,0,7,0
3,0,0,-10,0,2,0
4,0,0,-10,0,10,0
5,0,0,-10,0,10,0
6,0,0,-10,0,6,0
7,0,0,-10,0,7,0
8,0,0,-10,0,8,0
9,0,0,-10,0,3,0
10,0,0,-10,0,7,0
11,0,0,-10,0,31,0
12,0,0,-10,0,11,0
13,0,0,-10,0,3,0
14,0,0,-10,0,29,0
15,0,0,-10,0,9,0
16,0,0,-10,0,76,0
17,0,0,-10,0,9,0
18,0,0,-10,0,15,0
19,0,0,-10,0,4,0
20,0,1,90,0,20,0
21,0,0,-10,0,3,0
22,0,0,-10,0,9,0
23,0,0,-10,0,19,0
24,0,0,-10,0,9,0
25,0,1,90,0,75,0
26,0,0,-10,0,47,0
27,0,1,90,0,77,0
28,0,0,-10,0,60,0
29,0,0,-10,0,25,0
30,0,0,-10,0,10,0
31,0,0,-10,0,16,0
32,0,1,90,0,58,0
33,0,0,-10,0,8,0
34,0,0,-10,0,14,0
35,0,0,-10,0,33,0
36,0,1,90,0,54,0
37,0,0,-10,0,3,0
38,0,0,-10,0,178,0
39,0,3,290,0,82,0
40,0,1,90,0,36,0
41,0,0,-10,0,8,0
42,0,1,90,0,190,0
43,0,3,290,0,98,0
44,0,1,90,0,104,0
45,0,1,90,0,121,0
46,0,1,90,0,46,0
47,0,1,90,0,80,0
48,1,0,-10,0,351,0
49,1,1,90,0,41,0
50,1,1,90,0,260,0
51,1,1,90,0,143,0
52,1,0,-10,0,351,0
53,1,3,290,0,244,0
54,1,1,90,0,133,0
55,1,0,-10,0,351,0
56,1,3,290,0,49,0
57,1,1,90,0,222,0
58,1,1,90,0,172,0
59,2,3,290,0,135,0
60,2,0,-10,0,351,0
61,2,1,90,0,34,0
62,2,1,90,0,155,0
63,2,3,290,0,213,0
64,2,1,90,0,220,0
65,2,1,90,0,314,0
66,2,1,90,0,58,0
67,2,1,90,0,149,0
68,2,7,590,0,174,0
69,2,1,90,0,56,0
70,2,1,90,0,256,0
71,3,3,290,0,115,0
72,3,0,-10,0,351,0
73,3,1,90,0,172,0
74,3,0,-10,0,351,0
