1,0,0,-9,0,2,0
2,0,0,-9,0,2,0
3,0,0,-8,0,12,0
4,0,1,83,0,14,0
5,0,0,-9,0,6,0
6,0,0,-9,0,3,0
7,0,0,-9,0,4,0
8,0,0,-9,0,10,0
9,0,0,-7,0,28,0
10,0,0,-9,0,4,0
11,0,0,-9,0,9,0
12,0,0,-9,0,10,0
13,0,0,-7,0,30,0
14,0,0,-9,0,9,0
15,0,0,-9,0,10,0
16,0,0,-9,0,4,0
17,0,0,-8,0,17,0
18,0,0,-9,0,10,0
19,0,0,-9,0,3,0
20,0,0,-7,0,26,0
21,0,0,-8,0,13,0
22,0,0,-6,0,46,0
23,0,0,-7,0,29,0
24,0,0,-8,0,14,0
25,0,0,-7,0,34,0
26,0,0,-7,0,36,0
27,0,1,66,0,34,0
28,0,0,-9,0,11,0
29,0,1,69,0,36,0
30,0,1,85,0,10,0
31,0,0,-9,0,11,0
32,0,0,-8,0,17,0
33,0,1,75,0,20,0
34,0,0,-4,0,80,0
35,0,1,79,0,29,0
36,0,1,49,0,71,0
37,0,0,-6,0,38,0
38,0,1,52,0,62,0
39,0,0,-6,0,50,0
40,0,0,-7,0,34,0
41,0,1,40,0,87,0
42,0,1,74,0,37,0
43,0,1,89,0,61,0
44,0,1,86,0,34,0
45,0,1,82,0,24,0
46,0,1,66,0,49,0
47,0,3,223,0,38,0
48,0,3,177,0,56,0
49,0,1,55,0,76,0
50,0,1,72,0,51,0
51,0,1,85,0,14,0
52,0,3,275,0,10,0
53,0,3,249,0,26,0
54,0,3,255,0,34,0
55,0,3,242,0,26,0
56,0,1,86,0,14,0
57,0,3,265,0,22,0
58,0,1,86,0,29,0
59,0,3,261,0,20,0
60,0,3,266,0,35,0
61,0,7,485,0,37,0
62,0,1,83,0,22,0
63,0,3,272,0,43,0
64,0,1,83,0,14,0
65,0,7,360,0,70,0
66,0,3,271,0,15,0
67,0,3,274,0,20,0
68,1,3,245,0,36,0
69,1,3,177,0,60,0
70,1,3,259,0,46,0
71,1,7,454,0,32,0
72,1,7,485,0,36,0
73,1,7,546,0,15,0
74,1,7,533,0,17,0
75,1,7,539,0,21,0
76,1,7,552,0,15,0
77,1,7,484,0,41,0
78,1,15,829,0,27,0
79,1,3,275,0,16,0
80,1,3,248,0,47,0
81,1,15,887,0,26,0
82,1,15,864,0,32,0
83,1,15,895,0,31,0
84,1,3,277,0,38,0
85,1,0,-8,0,16,0
86,1,15,880,0,28,0
87,1,7,552,0,14,0
88,1,7,440,0,72,0
89,1,7,479,0,54,0
